,Category,Sub-category,Title,Organisation,Organisation Acronym,URL,Coverage,Resolution,Data Format,Last Update,Access to Dataset,Description,Contact,Data Update,Count
202,Exposure,"Biodiversity, Flora and Fauna",Commonage datasets and habitat mosaics,National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2013,Direct free download from the NPWS website,,,,1
203,Exposure,"Biodiversity, Flora and Fauna",Conservation planning habitat maps for SACs/SPAs,National Parks and Wildlife Service,NPWS,https://www.npws.ie,National (SAC/SPA),,,1995-ongoing,Contact NPWS to request the data,,,,1
204,Exposure,"Biodiversity, Flora and Fauna",Consolidated turlough dataset,National Parks and Wildlife Service,NPWS,https://www.npws.ie,National,,,2008,Contact NPWS to request the data,,,,1
205,Exposure,"Biodiversity, Flora and Fauna","Fen database (Irish springs, fens and flushes)",National Parks and Wildlife Service,NPWS,https://www.npws.ie,National,,, ,Contact NPWS to request the data,,,,1
206,Exposure,"Biodiversity, Flora and Fauna",Forests – 2015 (Copernicus Land Monitoring Programme),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,20m ,Raster,2015,Direct free download from website,,,,1
207,Exposure,"Biodiversity, Flora and Fauna",Grassland (Copernicus Land Monitoring Programme),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,20m ,Raster,2015,Direct free download from website,,,,1
208,Exposure,"Biodiversity, Flora and Fauna",Grassland monitoring project (Annex I in Natura 2000 sites),National Parks and Wildlife Service,NPWS,https://www.npws.ie,National,,,2006,Contact NPWS to request the data,,,,1
209,Exposure,"Biodiversity, Flora and Fauna",Habitat indicator map,Teagasc, ,https://www.teagasc.ie,National,,,1995,Contact Teagasc to request the data,,,,1
210,Exposure,"Biodiversity, Flora and Fauna",Habitat mapping,Local Authorities, , ,Some counties,,, ,Contact the Local Authorities to request the data,,,,1
211,Exposure,"Biodiversity, Flora and Fauna",Hedgerow map,Teagasc, ,https://www.teagasc.ie,National,,, ,Contact Teagasc to request the data,,,,1
212,Exposure,"Biodiversity, Flora and Fauna",Intertidal mudflats & sandflats survey,National Parks and Wildlife Service,NPWS,https://www.npws.ie,National,,,2006-2007,Contact NPWS to request the data,,,,1
213,Exposure,"Biodiversity, Flora and Fauna",Juniper formations in Ireland survey,National Parks and Wildlife Service,NPWS,http://www.npws.ie/maps-and-data/habitat-and-species-data,National,,,2012,Direct free download from the NPWS website,,,,1
214,Exposure,"Biodiversity, Flora and Fauna",Lagoon database,National Parks and Wildlife Service,NPWS,https://www.npws.ie,"Cavan, Cork, Leitrim, Longford, Monaghan, Offaly, Roscommon, Waterford",,,1996-2006,Contact NPWS to request the data,,,,1
215,Exposure,"Biodiversity, Flora and Fauna",Limestone pavement survey,National Parks and Wildlife Service,NPWS,http://www.npws.ie/maps-and-data/habitat-and-species-data,National,,,2008-ongoing,Direct free download from the NPWS website,,,,1
216,Exposure,"Biodiversity, Flora and Fauna",Metalliferous mine waste survey (which hold areas of Annex 1 grasslands),National Parks and Wildlife Service,NPWS,https://www.npws.ie,National,,,2008,Contact NPWS to request the data,,,,1
217,Exposure,"Biodiversity, Flora and Fauna",Native woodlands survey,National Parks and Wildlife Service,NPWS,http://www.npws.ie/maps-and-data/habitat-and-species-data,National,,,2012,Direct free download from the NPWS website,,,,1
218,Exposure,"Biodiversity, Flora and Fauna",NPWS rare and threatened species database,National Parks and Wildlife Service,NPWS,https://www.npws.ie,National,,,Ongoing,Contact NPWS to request the data,,,,1
219,Exposure,"Biodiversity, Flora and Fauna",Overall conservation status of listed habitats (Article 17),National Parks and Wildlife Service,NPWS,https://www.npws.ie/article-17-reports-0,National, ,,2014,Download the report from the NPWS website,,,,1
220,Exposure,"Biodiversity, Flora and Fauna",Overall conservation status of listed species (Article 17),National Parks and Wildlife Service,NPWS,https://www.npws.ie/article-17-reports-0,National, ,,2014,Download the report from the NPWS website,,,,1
221,Exposure,"Biodiversity, Flora and Fauna",Petrifying springs survey,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/wetlands,National,,,2010-2013,Contact NPWS to request the data,,,,1
222,Exposure,"Biodiversity, Flora and Fauna",Raised bog monitoring project,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/wetlands,National,,,"2004-2005, 2011",Contact NPWS to request the data,,,,1
223,Exposure,"Biodiversity, Flora and Fauna",Riparian Zones - Land Cover - 2012 (Copernicus Land Monitoring Programme),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile,2012,Direct free download from website,,,,1
224,Exposure,"Biodiversity, Flora and Fauna",Riparian Zones - Green Linear Elements - 2012 (Copernicus Land Monitoring Programme),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile,2012,Direct free download from website,,,,1
225,Exposure,"Biodiversity, Flora and Fauna",Saltmarsh monitoring project,National Parks and Wildlife Service,NPWS,http://www.npws.ie/maps-and-data/habitat-and-species-data,National,,,2012,Direct free download from the NPWS website,,,,1
226,Exposure,"Biodiversity, Flora and Fauna",Sand dune monitoring project,National Parks and Wildlife Service,NPWS,http://www.npws.ie/maps-and-data/habitat-and-species-data,National, ,,2011,Direct free download from the NPWS website,,,,1
227,Exposure,"Biodiversity, Flora and Fauna",Seacliff survey,National Parks and Wildlife Service,NPWS,http://www.npws.ie/maps-and-data/habitat-and-species-data,National,,,2012,Direct free download from the NPWS website,,,,1
228,Exposure,"Biodiversity, Flora and Fauna",Semi-natural grassland survey and marsh communities,National Parks and Wildlife Service,NPWS,http://www.npws.ie/maps-and-data/habitat-and-species-data,National,,,2007-2012,Direct free download from the NPWS website,,,,1
229,Exposure,"Biodiversity, Flora and Fauna",Shingle beach survey and conservation value,National Parks and Wildlife Service,NPWS,https://www.npws.ie/content/publications/national-shingle-beach-survey-ireland-1999,National,,,1999,Contact NPWS to request the data,,,,1
230,Exposure,"Biodiversity, Flora and Fauna",Turf cutting assessment projects on designated raised bogs,National Parks and Wildlife Service,NPWS,https://www.npws.ie,National,,,1994-2006,Contact NPWS to request the data,,,,1
231,Exposure,"Biodiversity, Flora and Fauna",Turloughs,Geological Survey Ireland,GSI,https://www.gsi.ie,National,,, ,Contact the GSI to request the data,,,,1
232,Exposure,"Biodiversity, Flora and Fauna",Upland habitats survey,National Parks and Wildlife Service,NPWS,https://www.npws.ie/news/national-survey-upland-habitats-%E2%80%93-site-reports,National,,,2008-ongoing,Contact NPWS to request the data,,,,1
233,Exposure,Education,Childcare facilities,Health Service Executive,HSE, https://www.hse.ie,National,,, ,Contact the HSE to request the data,,,,1
234,Exposure,Education,Childcare facilities,Ireland's National Childcare Directory,,http://www.childcare.ie/,National,,,,,,,,1
235,Exposure,Education,Persons (+15 years) with primary education,Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0 ,National,,,"1996, 2002, 2005, 2011 and 2016",Download the data from the CSO website,,,,1
236,Exposure,Education,Persons (+15 years) with primary education,All Island Research Observatory,,http://airo.maynoothuniversity.ie/mapping-resources/airo-census-mapping,National,,,,View 2011 and 2016 data online in the AIRO website. ,,,,1
237,Exposure,Education,Persons (+15 years) with secondary education,Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0,National,,,"1996, 2002, 2005, 2011 and 2016", Download the data from the CSO website,,,,1
238,Exposure,Education,Persons (+15 years) with secondary education,All Island Research Observatory,,http://airo.maynoothuniversity.ie/mapping-resources/airo-census-mapping,National,,,,View 2011 and 2016 data online in the AIRO website.,,,,1
239,Exposure,Education,"Persons (+15 years) with tertiary education (Degree, Postgraduate, PhD)",Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0 ,National,,,"1996, 2002, 2005, 2011 and 2016", Download the data from the CSO website,,,,1
240,Exposure,Education,"Persons (+15 years) with tertiary education (Degree, Postgraduate, PhD)",All Island Research Observatory,,http://airo.maynoothuniversity.ie/mapping-resources/airo-census-mapping,National,,,,View 2011 and 2016 data online in the AIRO website.,,,,1
241,Exposure,Heritage ,Archaeological Excavation Reports (Transport Infrastructure Ireland),Transport Infrastructure Ireland,NRA,https://www.heritagemaps.ie/WebApps/HeritageMaps/index.html,Specific locations, ,, ,View data online in the Heritage Viewer. Contact the NRA to request the data,,,,1
242,Exposure,Heritage ,Architectural Conservation Areas (ACAs),Local Authorities, ,https://heritagemaps.ie/WebApps/HeritageMaps/index.html,National, ,,Regularly,View data online in the Heritage Viewer. Contact Local Authorities to request the data See also DubLinked,,,,1
243,Exposure,Heritage ,Architectural Conservation Areas for Dublin City,Local Authorities, ,https://data.smartdublin.ie/dataset,Dublin City, ,, ,Direct free download from DubLinked (MapInfo format),,,,1
244,Exposure,Heritage ,Atlas of hillforts,Heritage Council, ,https://www.heritagemaps.ie/WebApps/HeritageMaps/index.html,National, ,,2017,View data online in the Heritage Viewer,,,,1
245,Exposure,Heritage ,Burial grounds,Heritage Council, ,https://www.heritagemaps.ie/WebApps/HeritageMaps/index.html,National, ,, ,View data online in the Heritage Viewer. Contact the Heritage Council to request the data,,,,1
246,Exposure,Heritage ,Ireland's Sheela-na-Gigs,Heritage Council, ,https://www.heritagemaps.ie/WebApps/HeritageMaps/index.html,National, ,,2017,View data online in the Heritage Viewer.  ,,,,1
247,Exposure,Heritage ,Ireland's Sheela-na-Gigs,Heritage Council,,http://www.heritagecouncil.ie/projects/national-heritage-data-sets-metadata,National,,Various,,Download the data from the Heritage Council,,,,1
248,Exposure,Heritage ,Irish Landmark Trust properties,Heritage Council, ,http://www.heritagecouncil.ie/projects/national-heritage-data-sets-metadata,National, ,Various,2016,Download the data from the Heritage Council,,,,1
249,Exposure,Heritage ,"Museums, collections and archives",Heritage Council,,http://www.heritagecouncil.ie/projects/national-heritage-data-sets-metadata,National,,Various,2016,Download the data from the Heritage Council,,,,1
250,Exposure,Heritage ,"Museums, collections and archives",Heritage Council, ,https://www.heritagemaps.ie/WebApps/HeritageMaps/index.html,National, ,,2016,View data online in the Heritage Viewer. ,,,,1
251,Exposure,Heritage ,National Inventory of Architectural Heritage (NIAH),National Monuments Service,NMS,http://webgis.archaeology.ie/historicenvironment/,National, ,,Regularly,Direct free download from the website,,,,1
252,Exposure,Heritage ,National monuments in state of care,National Monuments Service,NMS,http://www.buildingsofireland.ie/Surveys/Buildings,National, ,,Regularly,Direct free download from the website http://www.buildingsofireland.ie/Surveys/Buildings/NIAHDataDownload/,,,,1
253,Exposure,Heritage ,National museums of Ireland,Heritage Council, ,https://www.heritagemaps.ie/WebApps/HeritageMaps/index.html,National, ,,2015,View data online in the Heritage Viewer. Contact the Heritage Council to request the data,,,,1
254,Exposure,Heritage ,Sites and Monuments Record,"Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media",DAHG,http://webgis.archaeology.ie/historicenvironment/,National, ,, ,Direct free download from website (area basis),,,,1
255,Exposure,Heritage ,Sites and Monuments Record,National Monuments Service,NMS,https://data.gov.ie/dataset/national-monuments-service-archaeological-survey-of-ireland,National,,,,Direct free download from website (area basis),,,,1
256,Exposure,Heritage ,Sites and Monuments Record - Zones of notification,"Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media",DAHG,http://webgis.archaeology.ie/historicenvironment/,National, ,, ,Direct free download from website (area basis),,,,1
257,Exposure,Heritage ,UNESCO Sites,Heritage Council, ,http://www.heritagecouncil.ie/projects/national-heritage-data-sets-metadata,National, ,, ,Download the data from the Heritage Council,,,,1
258,Exposure,Heritage ,World Heritage Sites,"Department of Tourism, Culture, Arts, Gaeltacht, Sport and Media",DAHG,https://www.heritagemaps.ie/WebApps/HeritageMaps/index.html,National, ,, ,View data online in the Heritage Viewer and MIDA (2012). Download the dataset from MIDA,,,,1
259,Exposure,Human Health and Well-being,Hospitals,Health Service Executive,HSE,https://data.gov.ie/dataset/list-of-hospitals-in-ireland,National, ,,2017,Download from the Government website,,,,1
260,Exposure,Hydrology and Water Quality,Bathing water locations and compliance,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,"2017, 2018",Direct free download from EPA website,,,,1
261,Exposure,Hydrology and Water Quality,Bedrock aquifers,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#AquiferBedrock,National,,,2015,Direct free download from website,,,,1
262,Exposure,Hydrology and Water Quality,Canal Water Bodies ,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,Shapefile,2020,Direct free download from website,,,,1
263,Exposure,Hydrology and Water Quality,Coastal water quality (including estuaries) (water quality and monitoring),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National, ,,2010-2012,Direct free download from website,,,,1
264,Exposure,Hydrology and Water Quality,Groundwater bodies (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National, ,Shapefile,2016,Direct free download from website,,,,1
265,Exposure,Hydrology and Water Quality,Groundwater monitoring stations  (water quality and monitoring),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2016,Direct free download from website,,,,1
266,Exposure,Hydrology and Water Quality,Groundwater recharge,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#Recharge,National,,,2015,Direct free download from website,,,,1
267,Exposure,Hydrology and Water Quality,Groundwater source protection areas,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#SPA, ,,,2015,Direct free download from website,,,,1
268,Exposure,Hydrology and Water Quality,Karst tracer lines,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#KarstTracerLines,National,,,2017,Direct free download from website,,,,1
269,Exposure,Hydrology and Water Quality,Groundwater wells and springs,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#Wells,National,,,1999,Direct free download from website (for an area of interest),,,,1
270,Exposure,Hydrology and Water Quality,Groundwater zones of contribution (water quality and monitoring),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,, ,Direct free download from website,,,,1
271,Exposure,Hydrology and Water Quality,Irish designated sea area,Flanders Marine Institute (VLIZ),VLIZ,https://www.marineregions.org/sources.php,Irish Waters,,,2017,Direct free download from website,,,,1
272,Exposure,Hydrology and Water Quality,Lake water bodies (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2017,Direct free download from website,,,,1
273,Exposure,Hydrology and Water Quality,Lakes (OSI geometric network) (Water/WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2017,Direct free download from website,,,,1
274,Exposure,Hydrology and Water Quality,"Register of Protected Areas – WFD RPA: beaches, habitat rivers (e.g. salmonid waters, freshwater pearl mussel), nutrient sensitivity lakes/estuaries and shellfish areas",Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2017,Direct free download from website,,,,1
275,Exposure,Hydrology and Water Quality,"Reservoir (Water, Osi)",Ordnance Survey Ireland,OSi,http://map.geohive.ie/mapviewer.html,National,,, ,View data online in the GeoHive website. Contact the OSI to request the data,,,,1
276,Exposure,Hydrology and Water Quality,River (OSI geometric network),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2020,Direct free download from website,,,,1
277,Exposure,Hydrology and Water Quality,River catchments and River Basin Districts (RBDs),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2017,Direct free download from website,,,,1
278,Exposure,Hydrology and Water Quality,River stations (chemical),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,, ,Direct free download from website,,,,1
279,Exposure,Hydrology and Water Quality,River water bodies (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National, ,,2017,Direct free download from website,,,,1
280,Exposure,Hydrology and Water Quality,Source protection areas,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#SPA,National,,,2015,Direct free download from website,,,,1
281,Exposure,Hydrology and Water Quality,Transitional water bodies (WFD),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National, ,,2017,Direct free download from website,,,,1
282,Exposure,Hydrology and Water Quality,Water levels and flow,Environmental Protection Agency,EPA,http://www.epa.ie/hydronet/#Water%20Levels,National,,,2017,View data online in EPA website,,,,1
283,Exposure,Non-Renewable Energy and Infrastructure,Gas and oil wells (offshore),Marine Institute,,https://atlas.marine.ie/,Irish Waters,,,2017,Direct free download from Ireland's Marine Atlas,,,,1
284,Exposure,Non-Renewable Energy and Infrastructure,Transmission line network,EirGrid,EirGrid,www.eirgrid.ie,National,,,2013,Contact the EirGrid to request the data,,,,1
285,Exposure,Population,Number Females,Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0,National,,,"1996, 2002, 2005, 2011 and 2016 (Data available at county level from 1841)",Free dataset download from the CSO website,,,,1
286,Exposure,Population,Number Males,Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=1,National,,,"1996, 2002, 2005, 2011 and 2016 (Data available at county level from 1841)",Free dataset download from the CSO website,,,,1
287,Exposure,Population,Population at risk of poverty,Central Statistics Office,CSO,https://www.cso.ie/px/pxeirestat/Statire/SelectVarVal/Define.asp?maintable=SIA31&PLanguage=0,National,,,2004 to 2015,Download the data from the CSO website,,,,1
288,Exposure,Population,Total population,Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0 ,National,,,"1996, 2002, 2005, 2011 and 2016",Download the data from the CSO website,,,,1
289,Exposure,Population,Urban/rural population share,Central Statistics Office,CSO,http://www.cso.ie/px/pxeirestat/statire/SelectTable/Omrade0.asp?PLanguage=0,National,,,"1996, 2002, 2005, 2011 and 2016",Free dataset download from the CSO website,,,,1
290,Exposure,Sewage Treatment Locations,Sewage Treatment >500pe,Environmental Protection Agency,EPA,https://gis.epa.ie/EPAMaps/SewageTreatment?easting=&northing=&lid=EPA:SIIF_AllPriorityUrban,National,,Shapefile,2017 (ongoing - regularly updated),https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/433e95cd-adb2-4e26-83e7-087c9b18483e,This shows the location of sewage treatment plants that treat sewage waste produced by more than 500 people,gis@edenireland.ie,,1
291,Exposure,Sewage Treatment Locations,Sewage Treatment <500pe,Environmental Protection Agency,EPA,https://gis.epa.ie/EPAMaps/SewageTreatment?easting=&northing=&lid=EPA:SIIF_AllPriorityUrban,National,,Shapefile,2017,https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/e2f894a1-b2a6-493d-be29-0d6e037be1e7,This shows the location of sewage treatment plants that treat sewage waste produced by less than 500 people,gis@edenireland.ie,,1
292,Exposure,Sewage Treatment Locations,Discharge Locations ,Environmental Protection Agency,EPA,https://gis.epa.ie/EPAMaps/SewageTreatment?easting=&northing=&lid=EPA:SIIF_AllPriorityUrban,National,,Shapefile,2017 (ongoing - regularly updated),https://gis.epa.ie/geonetwork/srv/eng/catalog.search#/metadata/8034f005-acf6-45b4-9c55-33c23fb74c78,This dataset shows the location of urban waste water discharges,gis@edenireland.ie,,1
293,Exposure,Transport ,Dublin bus routes,Transport Infrastructure Ireland,NTA,http://www.transportforireland.ie/transitData/PT_Data.html,National, ,Various, ,Download the data from the website,,,,1
294,Exposure,Transport ,Dublin bus stops,Transport Infrastructure Ireland,NTA,http://www.transportforireland.ie/transitData/PT_Data.html,National, ,Various, ,Download the data from the website,,,,1
295,Exposure,Transport ,Dublin city cycle routes,Transport Infrastructure Ireland,NTA,https://data.smartdublin.ie/dataset/cycletrack-and-buslane-survey-2007-greater-dublin-area,Greater Dublin Area, ,Shapefile,2007,Direct free download from DubLinked,,,,1
296,Exposure,Transport ,Dublin city strategic cycle network,Local Authorities, ,https://data.smartdublin.ie/dataset/dublin-city-strategic-cycle-network,Dublin City, ,Shapefile, ,Direct free download from DubLinked,,,,1
297,Exposure,Transport ,Inland waterways,Heritage Council, ,https://www.heritagemaps.ie/WebApps/HeritageMaps/index.html,National, ,, ,View data online in the Heritage Viewer. Contact the Heritage Council to request the data,,,,1
298,Exposure,Transport ,LUAS line and stops,Railway Procurement Agency and National Transport Authority,Railway Procurement Agency,www.luas.ie,Dublin,,,,Contact the Railway Procurement Agency to request the data. Copyright and usability restrictions may apply,,,,1
299,Exposure,Transport ,Offshore energy port infrastructure,Marine Institute, ,https://atlas.marine.ie/,National,,Shapefile,2011,View and download data from Ireland's Marine Atlas website,,,,1
300,Exposure,Transport ,Road network,Transport Infrastructure Ireland,TII,https://www.tii.ie/,National,,,Regularly,Contact the NRA to request the data. Also available for purchase from the Osi. See also simplified dataset from Geofabrik,,,,1
301,Exposure,Transport ,Rural transport routes,Transport Infrastructure Ireland,NTA,http://www.transportforireland.ie/transitData/PT_Data.html,National,,Various, ,Download the data from the website,,,,1
302,Exposure,Transport ,Rail Network - OSi National 250k Map of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2020,Download the data from the website,,,,1
303,Exposure,Transport ,Airports - OSi National 250k Map of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2016,Download the data from the website,,,,1
304,Exposure,Transport ,Ferry Stations - OSi National 250k Map of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2020,Download the data from the website,,,,1
305,Exposure,Transport ,Roads - OSi National 250k Map of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2020,Download the data from the website,,,,1
306,Exposure,Transport ,Ferry Crossings - OSi National 250k Map of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2016,Download the data from the website,,,,1
307,Exposure,Transport ,Motorway Access / Exit Points - OSi National 1m Map Of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2016,Download the data from the website,,,,1
308,Exposure,Transport ,Road Intersections - OSi National 1m Map Of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2016,Download the data from the website,,,,1
309,Exposure,Transport ,Road / Rail Intersections - OSi National 250k Map of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2016,Download the data from the website,,,,1
310,Exposure,Transport ,Road Interchanges - OSi National 250k Map of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2016,Download the data from the website,,,,1
311,Exposure,Transport ,Railway Stations - OSi National 250k Map of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2016,Download the data from the website,,,,1
312,Exposure,Transport ,Airfield Areas - OSi National 250k Map of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2016,Download the data from the website,,,,1
313,Exposure,Transport ,Runways - OSi National 250k Map of Ireland,Ordnance Survey Ireland,OSi,https://data-osi.opendata.arcgis.com/search?tags=transportation,National,,Various,2020,Download the data from the website,,,,1
314,Exposure,Transport ,"Prime2 (Buildings, roads, railways, rivers, lakes, addresses, etc.)",Ordnance Survey Ireland,OSi,https://www.osi.ie/about/future-developments/prime2/,National,,Shapefile,2015 (ongoing - regularly updated),Purchase from OSi. Free for Irish government departments and public sector bodies under National Mapping Agreement,,,,1
315,Exposure,Transport ,Airfield Areas (>0.7 km2),Ordnance Survey Ireland,OSi,https://data.gov.ie/dataset/airfield-areas-osi-national-250k-map-of-ireland,National,,, ,Licensed under: Creative Commons Attribution 4.0,,,,1
316,Exposure,Transport ,Airports (<0.7 km2),Ordnance Survey Ireland,OSi,https://data.gov.ie/dataset/airports-osi-national-250k-map-of-ireland,National,,, ,Licensed under: Creative Commons Attribution 4.0,,,,1
317,Exposure,Transport ,Ferry port,Marine Institute,,http://atlas.marine.ie/OceanEnergy.html#?c=53.9043:-15.8862:6,National,,Shapefile,2014,View and download data from Ireland's Marine Atlas website,,,,1
318,Exposure,Transport ,Ferry route,Marine Institute, ,https://atlas.marine.ie/,National,,Shapefile,2014,View and download data from Ireland's Marine Atlas website,,,,1
319,Exposure,Transport ,Offshore energy port infrastructure,Marine Institute, ,https://atlas.marine.ie/,National,,Shapefile,2011,View and download data from Ireland's Marine Atlas website,,,,1
320,Exposure,Transport ,Road network,Transport Infrastructure Ireland,TII,https://www.tii.ie/,National,,,Regularly,Contact the NRA to request the data. Also available for purchase from the Osi. See also simplified dataset from Geofabrik,,,,1
321,Exposure,Transport ,Rural transport routes,Transport Infrastructure Ireland,NTA,http://www.transportforireland.ie/transitData/PT_Data.html,National,,, ,Download the data from the website,,,,1
322,Exposure,Waste ,Urban Waste Water Treatment (UWWT) agglomeration boundaries,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National, ,,2017,Contact the EPA to request the data,,,,1
323,Exposure,Waste ,Urban Waste Water Treatment Plant (UWWT) location and status,Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,National,,,2018,Direct free download from website,,,,1
324,Vulnerability,Amenity,Community gardens,Community Gardens Ireland,CGI,http://cgireland.org/,National, ,,Ongoing,View community gardens location at the website,,,,1
325,Vulnerability,Amenity,Green spaces,Local Authorities, , ,Some counties,,, ,Contact the Local Authorities to request the data,,,,1
326,Vulnerability,Amenity,Walking routes,Local Authorities, ,https://www.irishtrails.ie/,Some counties,,, ,View data online. Contact the National Trails Office and the Local Authorities to request the data,,,,1
327,Vulnerability,Amenity,Grassland (Copernicus Land Monitoring Programme),National Parks and Wildlife Service,NPWS,https://www.npws.ie,National (SAC/SPA),,,1995-ongoing,Contact NPWS to request the data,,,,1
328,Vulnerability,"Biodiversity, Flora and Fauna",Special Protection Areas,National Parks and Wildlife Service,NPWS,http://isde.marine.ie/geonetwork/srv/eng/catalog.search#/metadata/4f748046-6513-4a78-b5ca-39e2e5a8629f,National,,Shapefile,2021,https://www.npws.ie/sites/default/files/general/SPA_ITM_2019_12_0.zip,"The EU Birds Directive (79/409/EEC) requires designation of SPAs for: Listed rare and vulnerable species; Regularly occurring migratory species, such as ducks, geese and waders; Wetlands, especially those of international importance, which attract large numbers of migratory birds each year",,,1
329,Vulnerability,"Biodiversity, Flora and Fauna",Natural Heritage Areas,National Parks and Wildlife Service,NPWS,http://isde.marine.ie/geonetwork/srv/eng/catalog.search#/metadata/015e423d-8e7d-4483-8421-5cc79bd143ef,National,,Shapefile,2021,https://www.npws.ie/sites/default/files/general/NHA_ITM_2019_06.zip,The basic designation for wildlife is the Natural Heritage Area (NHA). This is an area considered nationally important for the habitats present or that holds species of plants and animals whose habitat needs protection,,,1
330,Vulnerability,"Biodiversity, Flora and Fauna",Special Areas of Conservation,National Parks and Wildlife Service,NPWS,http://isde.marine.ie/geonetwork/srv/eng/catalog.search#/metadata/2593190e-9a49-43a4-b4a8-9467257099fa,National,,Shapefile,2022,https://www.npws.ie/sites/default/files/general/SAC_ITM_2019_12_0.zip,"These are prime wildlife conservation areas in the country, considered to be important on a European as well as Irish level",,,1
331,Vulnerability,"Biodiversity, Flora and Fauna",Article 17 (Habitats Directive) - Habitats and Conservation Status,National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2012 and 2019,Direct free download from the website,,,,1
